scenario,kind,source,quartile,allsky_summary_csv,n_removed,removed_fraction,fit_ok,fit_reason,target_beta_est,target_beta_sigma,target_max_abs_bendsun_ns,stable_chi2_dof,stable_status,timeband_chi2_dof,timeband_status,threshold_chi2_dof,threshold_status,threshold_ns,allsky_relative_improvement,stable_delta_chi2_dof,timeband_delta_chi2_dof,stage1_pass,stage2_pass,status_regression,overall_pass
keep_all,keep,,,C:\develop\waveP\output\vlbi\vlbi_allsky_beta_consistency_summary_keep_all.csv,0,0.0,True,,8.049708263926952,0.2797635712639582,10.106397771203248,4.23615028197059,watch,4.23615028197059,watch,178.59660160292225,reject,10.0,0.0,0.0,0.0,False,True,False,False
local_source_0059_581,source,0059+581,,C:\develop\waveP\output\vlbi\vlbi_allsky_beta_consistency_summary_local_source_0059_581.csv,1015,0.10156093656193717,True,,9.337605946487923,0.2999281309393882,10.106397771203248,4.23615028197059,watch,4.23615028197059,watch,212.22146019924733,reject,10.0,-0.18827266753420074,0.0,0.0,False,True,False,False
local_source_0814_425,source,0814+425,,C:\develop\waveP\output\vlbi\vlbi_allsky_beta_consistency_summary_local_source_0814_425.csv,462,0.04622773664198519,True,,7.578254324621757,0.28353929929769545,10.106397771203248,4.23615028197059,watch,4.23615028197059,watch,156.5663732250196,reject,10.0,0.1233518901265711,0.0,0.0,True,True,False,True
local_source_2000_472,source,2000+472,,C:\develop\waveP\output\vlbi\vlbi_allsky_beta_consistency_summary_local_source_2000_472.csv,348,0.034820892535521314,True,,7.639840661430829,0.27996901440571337,10.106397771203248,4.23615028197059,watch,4.23615028197059,watch,161.8853449038688,reject,10.0,0.0935698470691394,0.0,0.0,True,True,False,True
local_time_q2,time,,Q2,C:\develop\waveP\output\vlbi\vlbi_allsky_beta_consistency_summary_local_time_q2.csv,2512,0.25135081048629176,True,,8.980862986264453,0.31549258950302295,10.106397771203248,4.23615028197059,watch,4.23615028197059,watch,182.24442175102692,reject,10.0,-0.020424913550230645,0.0,0.0,False,True,False,False
local_time_q1,time,,Q1,C:\develop\waveP\output\vlbi\vlbi_allsky_beta_consistency_summary_local_time_q1.csv,2511,0.2512507504502702,True,,8.664415692806077,0.30703416829190316,10.106397771203248,4.23615028197059,watch,4.23615028197059,watch,177.79714167143567,reject,10.0,0.004476344590610059,0.0,0.0,False,True,False,False
local_source_0059_581_or_time_q2,source_or_time,0059+581,Q2,C:\develop\waveP\output\vlbi\vlbi_allsky_beta_consistency_summary_local_source_0059_581_or_time_q2.csv,3218,0.32199319591755055,True,,9.793307979206599,0.32304242457045956,10.106397771203248,4.23615028197059,watch,4.23615028197059,watch,206.40371812645063,reject,10.0,-0.1556979039576159,0.0,0.0,False,True,False,False
local_source_0059_581_or_time_q1,source_or_time,0059+581,Q1,C:\develop\waveP\output\vlbi\vlbi_allsky_beta_consistency_summary_local_source_0059_581_or_time_q1.csv,3251,0.32529517710626377,True,,8.73773380935734,0.31862064797346923,10.106397771203248,4.23615028197059,watch,4.23615028197059,watch,170.71497155606102,reject,10.0,0.0441309071736126,0.0,0.0,False,True,False,False
local_source_0814_425_or_time_q2,source_or_time,0814+425,Q2,C:\develop\waveP\output\vlbi\vlbi_allsky_beta_consistency_summary_local_source_0814_425_or_time_q2.csv,2920,0.29217530518310986,True,,8.360592728469618,0.3199372704043401,10.106397771203248,4.23615028197059,watch,4.23615028197059,watch,156.6857756214652,reject,10.0,0.12268333095257802,0.0,0.0,True,True,False,True
local_source_0814_425_or_time_q1,source_or_time,0814+425,Q1,C:\develop\waveP\output\vlbi\vlbi_allsky_beta_consistency_summary_local_source_0814_425_or_time_q1.csv,2893,0.2894736842105263,True,,7.986554130096089,0.31216662486821434,10.106397771203248,4.23615028197059,watch,4.23615028197059,watch,149.67321252768357,reject,10.0,0.16194814915652583,0.0,0.0,True,True,False,True
local_source_2000_472_or_time_q2,source_or_time,2000+472,Q2,C:\develop\waveP\output\vlbi\vlbi_allsky_beta_consistency_summary_local_source_2000_472_or_time_q2.csv,2816,0.28176906143686214,True,,8.46854271099152,0.31437443039739305,10.106397771203248,4.23615028197059,watch,4.23615028197059,watch,164.5540811200678,reject,10.0,0.07862703073194809,0.0,0.0,True,True,False,True
local_source_2000_472_or_time_q1,source_or_time,2000+472,Q1,C:\develop\waveP\output\vlbi\vlbi_allsky_beta_consistency_summary_local_source_2000_472_or_time_q1.csv,2741,0.27426455873524114,True,,8.428042470885524,0.30303427304047986,10.106397771203248,4.23615028197059,watch,4.23615028197059,watch,172.35120879106876,reject,10.0,0.03496927016416029,0.0,0.0,False,True,False,False
